reading_id,city_id,recorded_at,temperature_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,weather_main,weather_description,validation_flag
15736,11,2026-08-17 03:03:54+00:00,15.52,15.48,15.52,15.52,90.0,1020.0,2.72,115,100,10000,Clouds,overcast clouds,
15737,12,2026-08-17 03:03:55+00:00,19.36,18.81,19.36,19.78,56.0,1016.0,2.06,310,95,10000,Clouds,overcast clouds,
15738,13,2026-08-17 03:03:56+00:00,23.69,23.86,23.69,23.69,67.0,1015.0,1.23,71,67,10000,Clouds,broken clouds,
15739,14,2026-08-17 03:03:57+00:00,20.41,20.93,20.41,20.41,93.0,1013.0,0.5,144,41,10000,Clouds,scattered clouds,
15740,15,2026-08-17 03:03:59+00:00,13.3,12.91,13.3,13.3,85.0,1018.0,1.0,318,35,10000,Rain,light rain,
15741,16,2026-08-17 03:04:00+00:00,21.84,21.75,21.84,21.84,64.0,1014.0,6.04,166,18,10000,Clouds,few clouds,
15742,17,2026-08-17 03:04:01+00:00,24.02,24.75,24.02,24.02,87.0,1016.0,6.14,197,78,10000,Rain,light rain,
15743,18,2026-08-17 03:04:02+00:00,31.9,36.26,31.9,31.9,58.0,1006.0,1.64,119,43,10000,Clouds,scattered clouds,
15744,19,2026-08-17 03:04:03+00:00,17.16,16.58,17.16,17.16,63.0,1015.0,2.45,264,26,10000,Clouds,scattered clouds,
15745,20,2026-08-17 03:04:04+00:00,20.26,20.12,20.26,20.26,68.0,1013.0,1.56,235,51,10000,Clouds,broken clouds,
15746,21,2026-08-17 03:04:06+00:00,11.16,9.69,11.16,11.16,52.0,1021.0,1.61,146,1,10000,Clear,clear sky,
15747,22,2026-08-17 03:04:07+00:00,18.32,18.22,18.32,18.32,77.0,1017.0,1.04,58,85,10000,Rain,light rain,
15748,23,2026-08-17 03:04:08+00:00,21.02,21.48,21.02,21.02,88.0,1013.0,1.54,240,64,10000,Clouds,broken clouds,
15749,24,2026-08-17 03:04:09+00:00,21.73,22.26,21.73,21.73,88.0,1014.0,2.06,290,100,4019,Clouds,overcast clouds,
15750,25,2026-08-17 03:04:10+00:00,23.84,24.89,23.84,23.84,100.0,1013.0,0.0,0,99,10000,Clouds,overcast clouds,
15751,26,2026-08-17 03:04:11+00:00,22.89,23.85,22.89,22.89,100.0,1013.0,2.57,320,100,10000,Rain,light rain,
15752,27,2026-08-17 03:04:13+00:00,26.99,30.6,26.99,26.99,89.0,1011.0,3.09,260,60,10000,Clouds,broken clouds,
15753,28,2026-08-17 03:04:14+00:00,23.64,24.33,23.64,23.64,87.0,1013.0,3.42,213,100,10000,Clouds,overcast clouds,
15754,29,2026-08-17 03:04:15+00:00,24.98,26.14,24.98,24.98,100.0,1014.0,2.57,250,83,10000,Rain,light rain,
15755,1,2026-08-17 04:45:03+00:00,14.96,14.97,14.66,14.96,94.0,1021.0,2.06,210,94,10000,Clouds,overcast clouds,
15756,2,2026-08-17 04:47:48+00:00,24.22,24.86,24.22,24.22,83.0,1019.0,4.63,180,69,10000,Clouds,broken clouds,
15757,3,2026-08-17 04:47:49+00:00,18.21,18.31,18.21,18.21,85.0,1017.0,0.63,335,25,10000,Rain,light rain,
15758,4,2026-08-17 04:42:59+00:00,20.95,21.71,20.95,20.95,100.0,1020.0,2.57,250,57,10000,Clouds,broken clouds,
15759,9,2026-08-17 04:47:52+00:00,19.77,19.71,19.77,19.77,73.0,1016.0,3.09,70,56,10000,Clouds,broken clouds,
15760,10,2026-08-17 04:47:53+00:00,15.99,15.94,15.99,15.99,88.0,1020.0,2.57,100,88,10000,Clouds,overcast clouds,
15761,11,2026-08-17 04:47:54+00:00,16.23,16.21,16.23,16.23,88.0,1021.0,2.57,130,99,10000,Clouds,overcast clouds,
15762,12,2026-08-17 04:47:55+00:00,18.25,17.78,18.25,18.78,63.0,1017.0,2.06,180,97,10000,Clouds,overcast clouds,
15763,13,2026-08-17 04:47:56+00:00,24.5,24.65,24.5,24.5,63.0,1016.0,0.91,68,73,10000,Rain,light rain,
15764,14,2026-08-17 04:47:57+00:00,22.42,22.99,22.42,22.42,87.0,1014.0,0.58,276,36,10000,Clouds,scattered clouds,
15765,15,2026-08-17 04:47:58+00:00,13.31,13.15,13.31,13.31,94.0,1019.0,1.54,330,51,10000,Rain,light rain,
15766,16,2026-08-17 04:47:59+00:00,24.61,24.56,24.61,24.61,55.0,1015.0,6.13,169,15,10000,Clouds,few clouds,
15767,17,2026-08-17 04:48:00+00:00,25.63,26.42,25.63,25.63,83.0,1017.0,6.69,200,62,10000,Clouds,broken clouds,
15768,18,2026-08-17 04:48:01+00:00,33.05,37.93,33.05,33.05,55.0,1007.0,1.15,106,31,10000,Clouds,scattered clouds,
15769,19,2026-08-17 04:48:02+00:00,19.92,19.46,19.92,19.92,57.0,1015.0,1.65,323,37,10000,Clouds,scattered clouds,
15770,20,2026-08-17 04:43:22+00:00,21.26,21.35,21.26,21.26,73.0,1014.0,1.47,235,64,10000,Clouds,broken clouds,
15771,21,2026-08-17 04:48:04+00:00,11.67,10.17,11.67,11.67,49.0,1022.0,1.41,126,1,10000,Clear,clear sky,
15772,22,2026-08-17 04:48:05+00:00,19.49,19.4,19.49,19.49,73.0,1017.0,0.7,45,77,10000,Clouds,broken clouds,
15773,23,2026-08-17 04:48:07+00:00,22.02,22.44,22.02,22.02,83.0,1014.0,2.06,260,73,10000,Clouds,broken clouds,
15774,24,2026-08-17 04:48:08+00:00,21.73,22.41,21.73,21.73,94.0,1015.0,1.54,0,100,10000,Clouds,overcast clouds,
15775,25,2026-08-17 04:48:09+00:00,23.84,24.89,23.84,23.84,100.0,1014.0,0.51,0,99,10000,Clouds,overcast clouds,
15776,26,2026-08-17 04:48:10+00:00,22.89,23.69,22.89,22.89,94.0,1014.0,2.57,320,100,10000,Rain,moderate rain,
15777,27,2026-08-17 04:48:11+00:00,26.99,31.13,26.99,26.99,94.0,1012.0,2.57,250,66,10000,Clouds,broken clouds,
15778,28,2026-08-17 04:41:37+00:00,23.64,24.31,23.64,23.64,86.0,1014.0,3.33,198,100,10000,Clouds,overcast clouds,
15779,29,2026-08-17 04:48:13+00:00,24.98,26.14,24.98,24.98,100.0,1015.0,1.54,260,88,10000,Rain,light rain,
15780,1,2026-08-17 05:38:05+00:00,14.96,14.97,14.66,14.96,94.0,1022.0,2.06,210,95,10000,Clouds,overcast clouds,
15781,2,2026-08-17 05:38:06+00:00,25.22,25.83,25.22,25.22,78.0,1020.0,4.63,180,62,10000,Clouds,broken clouds,
15782,3,2026-08-17 05:38:07+00:00,21.38,21.48,21.38,21.38,73.0,1017.0,1.21,328,37,10000,Rain,light rain,
15783,4,2026-08-17 05:38:08+00:00,25.22,25.55,25.22,25.22,67.0,1020.0,3.06,176,57,10000,Clouds,broken clouds,
15784,9,2026-08-17 05:38:09+00:00,21.77,21.78,21.77,21.77,68.0,1016.0,2.06,70,55,10000,Clouds,broken clouds,
15785,10,2026-08-17 05:38:10+00:00,19.69,19.28,19.69,19.69,60.0,1021.0,5.02,93,90,10000,Clouds,overcast clouds,
15786,11,2026-08-17 05:38:11+00:00,17.54,17.39,17.54,17.54,78.0,1022.0,2.72,114,98,10000,Clouds,overcast clouds,
15787,12,2026-08-17 05:38:13+00:00,19.36,18.92,19.36,19.78,60.0,1018.0,1.03,0,98,10000,Rain,light rain,
15788,13,2026-08-17 05:38:14+00:00,25.16,25.32,25.16,25.16,61.0,1017.0,0.23,61,77,10000,Rain,light rain,
15789,14,2026-08-17 05:38:15+00:00,25.2,25.76,25.2,25.2,76.0,1015.0,0.43,165,37,10000,Clouds,scattered clouds,
15790,15,2026-08-17 05:38:16+00:00,14.31,14.09,14.31,14.31,88.0,1019.0,1.03,270,45,10000,Clouds,scattered clouds,
15791,16,2026-08-17 05:38:17+00:00,26.95,27.09,26.95,26.95,45.0,1014.0,4.6,176,14,10000,Clouds,few clouds,
15792,17,2026-08-17 05:38:18+00:00,25.63,26.57,25.63,25.63,89.0,1017.0,7.2,200,60,10000,Clouds,broken clouds,
15793,18,2026-08-17 05:29:45+00:00,33.05,37.93,33.05,33.05,55.0,1007.0,1.14,106,31,10000,Clouds,scattered clouds,
15794,19,2026-08-17 05:38:20+00:00,22.18,21.58,22.18,22.18,43.0,1015.0,2.35,18,43,10000,Clouds,scattered clouds,
15795,20,2026-08-17 05:38:21+00:00,21.26,21.22,21.26,21.26,68.0,1015.0,1.47,228,63,10000,Clouds,broken clouds,
15796,21,2026-08-17 05:38:22+00:00,15.28,13.86,15.28,15.28,38.0,1022.0,3.0,117,1,10000,Clear,clear sky,
15797,22,2026-08-17 05:38:23+00:00,21.82,21.7,21.82,21.82,63.0,1017.0,0.28,235,75,10000,Clouds,broken clouds,
15798,23,2026-08-17 05:38:25+00:00,22.02,22.44,22.02,22.02,83.0,1015.0,2.06,270,67,10000,Clouds,broken clouds,
15799,24,2026-08-17 05:38:26+00:00,20.32,20.94,20.32,20.32,97.0,1016.0,1.01,261,100,10000,Clouds,overcast clouds,
15800,25,2026-08-17 05:37:00+00:00,23.84,24.89,23.84,23.84,100.0,1015.0,0.0,0,99,10000,Clouds,overcast clouds,
15801,26,2026-08-17 05:38:28+00:00,22.89,23.69,22.89,22.89,94.0,1015.0,0.0,0,100,10000,Rain,light rain,
15802,27,2026-08-17 05:38:29+00:00,26.89,28.52,26.89,26.89,68.0,1013.0,2.21,256,70,10000,Clouds,broken clouds,
15803,28,2026-08-17 05:38:30+00:00,23.84,24.5,23.84,23.84,85.0,1015.0,3.08,188,100,10000,Clouds,overcast clouds,
15804,29,2026-08-17 05:38:31+00:00,23.98,25.04,23.98,23.98,100.0,1015.0,5.14,310,90,10000,Rain,light rain,
15805,1,2026-08-17 07:03:38+00:00,15.96,15.91,15.96,16.66,88.0,1020.0,2.06,0,83,10000,Clouds,broken clouds,
15806,2,2026-08-17 07:03:40+00:00,27.22,28.78,27.22,27.22,65.0,1019.0,5.14,170,16,10000,Clouds,few clouds,
15807,3,2026-08-17 07:03:41+00:00,23.84,23.98,23.84,23.84,65.0,1016.0,1.26,5,55,10000,Clouds,broken clouds,
15808,4,2026-08-17 07:03:42+00:00,24.95,25.67,24.95,24.95,83.0,1020.0,3.09,200,60,10000,Clouds,broken clouds,
15809,9,2026-08-17 07:03:43+00:00,24.77,24.69,24.77,24.77,53.0,1015.0,3.09,90,98,10000,Clouds,overcast clouds,
15810,10,2026-08-17 07:03:44+00:00,18.99,18.82,18.99,18.99,72.0,1020.0,6.17,110,48,10000,Clouds,scattered clouds,
15811,11,2026-08-17 07:03:45+00:00,17.23,17.15,17.23,17.23,82.0,1021.0,4.12,110,96,10000,Clouds,overcast clouds,
15812,12,2026-08-17 07:03:46+00:00,22.14,21.69,22.14,22.78,49.0,1018.0,1.79,160,81,10000,Clouds,broken clouds,
15813,13,2026-08-17 07:03:48+00:00,22.97,23.23,22.97,22.97,73.0,1017.0,0.0,0,97,10000,Clouds,overcast clouds,
15814,14,2026-08-17 07:03:49+00:00,28.47,30.17,28.47,28.47,60.0,1015.0,1.26,100,10,10000,Clear,clear sky,
15815,15,2026-08-17 07:03:50+00:00,17.31,16.98,17.31,17.31,72.0,1018.0,3.09,160,14,10000,Rain,light rain,
15816,16,2026-08-17 07:03:51+00:00,28.6,28.13,28.6,28.6,39.0,1014.0,3.62,203,8,10000,Clear,clear sky,
15817,17,2026-08-17 07:03:52+00:00,26.63,26.63,26.63,26.63,83.0,1017.0,6.69,190,58,10000,Clouds,broken clouds,
15818,18,2026-08-17 07:03:53+00:00,33.96,38.99,33.96,33.96,52.0,1007.0,1.14,28,22,10000,Clouds,few clouds,
15819,19,2026-08-17 07:03:54+00:00,23.7,23.04,23.7,23.7,35.0,1015.0,2.88,12,61,10000,Clouds,broken clouds,
15820,20,2026-08-17 07:03:55+00:00,21.26,21.06,21.26,21.26,62.0,1016.0,2.09,236,8,10000,Clear,clear sky,
15821,21,2026-08-17 07:03:41+00:00,18.21,16.92,18.21,18.21,32.0,1022.0,3.37,110,0,10000,Clear,clear sky,
15822,22,2026-08-17 07:03:58+00:00,23.16,22.99,23.16,23.16,56.0,1017.0,1.07,167,86,10000,Clouds,overcast clouds,
15823,23,2026-08-17 07:03:59+00:00,22.02,22.44,22.02,22.02,83.0,1016.0,2.57,280,11,10000,Clouds,few clouds,
15824,24,2026-08-17 07:04:00+00:00,21.73,22.41,21.73,21.73,94.0,1016.0,1.54,0,91,10000,Clouds,overcast clouds,
15825,25,2026-08-17 07:04:01+00:00,23.84,24.89,23.84,23.84,100.0,1015.0,0.51,0,100,10000,Rain,light rain,
15826,26,2026-08-17 07:04:02+00:00,23.89,24.79,23.89,23.89,94.0,1016.0,0.0,0,99,10000,Rain,light rain,
15827,27,2026-08-17 07:04:03+00:00,25.99,25.99,25.99,25.99,100.0,1013.0,3.6,260,16,10000,Clouds,few clouds,
15828,28,2026-08-17 07:04:04+00:00,23.92,24.53,23.92,23.92,83.0,1015.0,3.09,150,100,10000,Clouds,overcast clouds,
15829,29,2026-08-17 07:04:06+00:00,22.98,23.94,22.98,22.98,100.0,1015.0,2.57,260,100,1025,Rain,heavy intensity rain,
15830,1,2026-08-17 08:48:32+00:00,17.96,17.69,17.66,17.96,72.0,1018.0,1.54,50,84,10000,Clouds,broken clouds,
15831,2,2026-08-17 08:45:59+00:00,28.22,29.43,28.22,28.22,57.0,1018.0,6.69,180,25,10000,Clouds,scattered clouds,
15832,3,2026-08-17 08:48:34+00:00,28.96,29.15,28.96,28.96,46.0,1014.0,0.67,205,83,10000,Rain,light rain,
15833,4,2026-08-17 08:48:35+00:00,24.95,25.67,24.95,24.95,83.0,1018.0,3.09,160,67,10000,Clouds,broken clouds,
15834,9,2026-08-17 08:48:37+00:00,27.28,27.49,27.28,27.28,47.0,1014.0,2.4,254,99,10000,Clouds,overcast clouds,
15835,10,2026-08-17 08:48:38+00:00,23.99,23.75,23.99,23.99,50.0,1018.0,8.75,110,64,10000,Clouds,broken clouds,
15836,11,2026-08-17 08:48:39+00:00,18.23,18.12,18.23,18.23,77.0,1019.0,4.12,120,94,10000,Clouds,overcast clouds,
15837,12,2026-08-17 08:48:40+00:00,24.36,23.92,24.36,24.78,41.0,1016.0,4.12,170,81,10000,Clouds,broken clouds,
15838,13,2026-08-17 08:48:41+00:00,29.19,29.66,29.19,29.19,48.0,1016.0,3.09,195,74,10000,Clouds,broken clouds,
15839,14,2026-08-17 08:48:42+00:00,32.89,34.27,32.89,32.89,43.0,1013.0,2.63,51,37,10000,Clouds,scattered clouds,
15840,15,2026-08-17 08:48:44+00:00,20.54,20.11,20.54,20.54,56.0,1015.0,2.84,123,24,10000,Rain,light rain,
15841,16,2026-08-17 08:48:45+00:00,31.49,29.97,31.49,31.49,27.0,1011.0,3.3,309,5,10000,Clear,clear sky,
15842,17,2026-08-17 08:48:46+00:00,27.63,30.93,27.63,27.63,78.0,1016.0,6.17,200,51,10000,Clouds,broken clouds,
15843,18,2026-08-17 08:48:47+00:00,34.02,39.13,34.02,34.02,52.0,1006.0,3.84,56,13,10000,Clouds,few clouds,
15844,19,2026-08-17 08:48:48+00:00,24.31,23.63,24.31,24.31,32.0,1014.0,4.78,45,55,10000,Clouds,broken clouds,
15845,20,2026-08-17 08:48:49+00:00,23.26,22.76,23.26,23.26,43.0,1015.0,1.66,244,12,10000,Clouds,few clouds,
15846,21,2026-08-17 08:46:53+00:00,22.99,21.97,22.99,22.99,24.0,1020.0,3.54,100,0,10000,Clear,clear sky,
15847,22,2026-08-17 08:48:52+00:00,22.86,22.66,22.86,22.86,56.0,1017.0,1.42,152,90,10000,Clouds,overcast clouds,
15848,23,2026-08-17 08:48:53+00:00,24.02,24.38,24.02,24.02,73.0,1015.0,2.57,260,12,10000,Clouds,few clouds,
15849,24,2026-08-17 08:48:54+00:00,22.73,23.36,22.73,22.73,88.0,1016.0,2.57,230,96,10000,Rain,light rain,
15850,25,2026-08-17 08:48:55+00:00,23.84,24.89,23.84,23.84,100.0,1016.0,1.03,0,93,5549,Rain,moderate rain,
15851,26,2026-08-17 08:48:56+00:00,26.89,29.32,26.89,26.89,78.0,1016.0,1.03,10,100,10000,Rain,light rain,
15852,27,2026-08-17 08:48:58+00:00,28.99,35.61,28.99,28.99,84.0,1013.0,3.09,250,25,10000,Clouds,scattered clouds,
15853,28,2026-08-17 08:48:59+00:00,25.92,26.47,25.92,25.92,73.0,1016.0,3.09,190,67,10000,Clouds,broken clouds,
15854,29,2026-08-17 08:49:00+00:00,22.98,23.94,22.98,22.98,100.0,1016.0,3.6,230,100,1009,Rain,heavy intensity rain,
15855,1,2026-08-17 09:47:06+00:00,18.96,18.79,18.66,18.96,72.0,1016.0,2.57,90,85,10000,Clouds,overcast clouds,
15856,2,2026-08-17 09:47:07+00:00,29.22,30.49,29.22,29.22,54.0,1017.0,7.2,160,28,10000,Clouds,scattered clouds,
15857,3,2026-08-17 09:47:08+00:00,28.93,28.81,28.93,28.93,43.0,1013.0,2.17,176,87,10000,Rain,light rain,
15858,4,2026-08-17 09:47:09+00:00,25.95,25.95,25.95,25.95,73.0,1017.0,2.57,150,71,10000,Clouds,broken clouds,
15859,9,2026-08-17 09:47:10+00:00,27.77,27.96,27.77,27.77,47.0,1012.0,3.09,190,99,10000,Clouds,overcast clouds,
15860,10,2026-08-17 09:47:12+00:00,27.07,26.72,27.07,27.07,36.0,1016.0,3.52,105,73,10000,Clouds,broken clouds,
15861,11,2026-08-17 09:47:13+00:00,22.7,22.46,22.7,22.7,55.0,1018.0,3.31,104,93,10000,Clouds,overcast clouds,
15862,12,2026-08-17 09:47:14+00:00,25.78,25.41,25.78,25.78,38.0,1014.0,3.6,160,78,10000,Clouds,broken clouds,
15863,13,2026-08-17 09:47:15+00:00,29.01,29.32,29.01,29.01,47.0,1015.0,3.22,186,68,10000,Clouds,broken clouds,
15864,14,2026-08-17 09:47:16+00:00,34.72,35.62,34.72,34.72,36.0,1011.0,2.32,54,43,10000,Clouds,scattered clouds,
15865,15,2026-08-17 09:47:17+00:00,19.31,19.07,19.31,19.31,68.0,1015.0,4.12,150,37,10000,Rain,light rain,
15866,16,2026-08-17 09:47:18+00:00,32.26,30.59,32.26,32.26,25.0,1010.0,4.63,323,5,10000,Clear,clear sky,
15867,17,2026-08-17 09:47:19+00:00,27.63,30.93,27.63,27.63,78.0,1015.0,5.66,200,56,10000,Clouds,broken clouds,
15868,18,2026-08-17 09:47:20+00:00,34.56,40.4,34.56,34.56,52.0,1005.0,4.36,61,12,10000,Clouds,few clouds,
15869,19,2026-08-17 09:47:21+00:00,24.66,23.96,24.66,24.66,30.0,1013.0,4.82,30,68,10000,Clouds,broken clouds,
15870,20,2026-08-17 09:47:22+00:00,25.26,24.73,25.26,25.26,34.0,1013.0,1.27,233,11,10000,Clouds,few clouds,
15871,21,2026-08-17 09:47:24+00:00,24.79,23.87,24.79,24.79,21.0,1019.0,3.11,101,0,10000,Clear,clear sky,
15872,22,2026-08-17 09:47:25+00:00,23.26,23.05,23.26,23.26,54.0,1016.0,1.33,156,92,10000,Clouds,overcast clouds,
15873,23,2026-08-17 09:46:40+00:00,26.02,26.02,26.02,26.02,69.0,1014.0,2.06,250,10,10000,Clear,clear sky,
15874,24,2026-08-17 09:47:27+00:00,23.73,24.33,23.73,23.73,83.0,1016.0,2.57,250,94,10000,Rain,light rain,
15875,25,2026-08-17 09:47:28+00:00,24.84,25.99,24.84,24.84,100.0,1015.0,1.03,0,94,6558,Rain,moderate rain,
15876,26,2026-08-17 09:47:29+00:00,26.89,29.32,26.89,26.89,78.0,1015.0,2.57,150,100,10000,Rain,light rain,
15877,27,2026-08-17 09:47:30+00:00,28.99,34.5,28.99,28.99,79.0,1012.0,1.54,240,27,10000,Clouds,scattered clouds,
15878,28,2026-08-17 09:47:31+00:00,25.92,26.47,25.92,25.92,73.0,1015.0,2.57,200,62,10000,Clouds,broken clouds,
15879,29,2026-08-17 09:47:32+00:00,23.98,25.04,23.98,23.98,100.0,1016.0,3.09,230,100,2266,Rain,heavy intensity rain,
15880,1,2026-08-17 10:32:50+00:00,18.96,18.69,18.96,19.66,68.0,1015.0,2.57,50,84,10000,Clouds,broken clouds,
15881,2,2026-08-17 10:35:26+00:00,29.22,30.49,29.22,29.22,54.0,1016.0,6.69,170,41,10000,Clouds,scattered clouds,
15882,3,2026-08-17 10:35:27+00:00,27.12,27.41,27.12,27.12,48.0,1012.0,2.73,174,87,10000,Rain,light rain,
15883,4,2026-08-17 10:35:28+00:00,28.95,30.65,28.95,28.95,58.0,1016.0,5.66,150,74,10000,Clouds,broken clouds,
15884,9,2026-08-17 10:35:29+00:00,28.77,28.83,28.77,28.77,45.0,1012.0,3.09,180,94,10000,Rain,light rain,
15885,10,2026-08-17 10:34:33+00:00,24.99,24.77,24.99,24.99,47.0,1014.0,6.69,110,78,10000,Clouds,broken clouds,
15886,11,2026-08-17 10:35:31+00:00,23.48,23.24,23.48,23.48,52.0,1016.0,3.31,106,90,10000,Clouds,overcast clouds,
15887,12,2026-08-17 10:35:32+00:00,26.03,26.03,26.03,26.78,34.0,1012.0,4.63,140,81,10000,Clouds,broken clouds,
15888,13,2026-08-17 10:35:33+00:00,29.3,29.68,29.3,29.3,47.0,1014.0,3.45,165,64,10000,Clouds,broken clouds,
15889,14,2026-08-17 10:35:35+00:00,36.15,36.92,36.15,36.15,32.0,1009.0,1.86,61,54,10000,Clouds,broken clouds,
15890,15,2026-08-17 10:35:36+00:00,19.31,19.2,19.31,19.31,73.0,1014.0,5.14,180,39,10000,Rain,light rain,
15891,16,2026-08-17 10:35:37+00:00,32.52,30.86,32.52,32.52,25.0,1010.0,5.0,326,6,10000,Clear,clear sky,
15892,17,2026-08-17 10:35:08+00:00,27.63,31.6,27.63,27.63,83.0,1014.0,6.17,210,58,10000,Clouds,broken clouds,
15893,18,2026-08-17 10:35:39+00:00,34.65,40.62,34.65,34.65,52.0,1004.0,4.57,59,11,10000,Clouds,few clouds,
15894,19,2026-08-17 10:35:40+00:00,24.98,24.42,24.98,24.98,34.0,1013.0,5.16,26,59,10000,Rain,light rain,
15895,20,2026-08-17 10:35:41+00:00,27.26,26.51,27.26,27.26,28.0,1012.0,0.16,251,10,10000,Clear,clear sky,
15896,21,2026-08-17 10:35:42+00:00,26.17,26.17,26.17,26.17,18.0,1017.0,2.77,104,0,10000,Clear,clear sky,
15897,22,2026-08-17 10:35:43+00:00,24.75,24.56,24.75,24.75,49.0,1015.0,1.82,192,89,10000,Clouds,overcast clouds,
15898,23,2026-08-17 10:35:44+00:00,28.02,29.59,28.02,28.02,61.0,1012.0,2.06,210,10,10000,Clear,clear sky,
15899,24,2026-08-17 10:35:45+00:00,23.73,24.33,23.73,23.73,83.0,1015.0,3.09,240,90,10000,Rain,moderate rain,
15900,25,2026-08-17 10:35:46+00:00,24.84,25.99,24.84,24.84,100.0,1015.0,1.03,0,95,10000,Rain,moderate rain,
15901,26,2026-08-17 10:35:47+00:00,27.89,31.54,27.89,27.89,78.0,1014.0,3.09,170,100,10000,Rain,light rain,
15902,27,2026-08-17 10:35:48+00:00,33.5,35.59,33.5,33.5,44.0,1011.0,2.31,234,31,10000,Clouds,scattered clouds,
15903,28,2026-08-17 10:35:49+00:00,26.92,28.64,26.92,26.92,69.0,1014.0,2.57,240,56,10000,Clouds,broken clouds,
15904,29,2026-08-17 10:35:50+00:00,25.98,25.98,25.98,25.98,94.0,1016.0,2.06,260,100,2783,Rain,heavy intensity rain,
15905,1,2026-08-17 11:29:59+00:00,20.66,20.35,20.66,20.66,60.0,1015.0,2.57,0,84,10000,Clouds,broken clouds,
15906,2,2026-08-17 11:30:00+00:00,29.22,31.09,29.22,29.22,58.0,1016.0,6.69,160,41,10000,Clouds,scattered clouds,
15907,3,2026-08-17 11:30:01+00:00,26.26,26.26,26.26,26.26,50.0,1011.0,2.78,185,86,10000,Rain,light rain,
15908,4,2026-08-17 11:30:02+00:00,29.95,32.35,29.95,29.95,58.0,1015.0,6.69,150,78,10000,Clouds,broken clouds,
15909,9,2026-08-17 11:30:03+00:00,29.77,29.65,29.77,29.77,42.0,1012.0,4.63,230,94,10000,Rain,light rain,
15910,10,2026-08-17 11:26:25+00:00,25.99,25.99,25.99,25.99,41.0,1014.0,6.17,110,78,10000,Clouds,broken clouds,
15911,11,2026-08-17 11:30:06+00:00,19.23,19.22,19.23,19.23,77.0,1015.0,4.63,110,91,10000,Clouds,overcast clouds,
15912,12,2026-08-17 11:30:07+00:00,27.14,26.68,27.14,27.78,34.0,1011.0,4.12,130,84,10000,Clouds,broken clouds,
15913,13,2026-08-17 11:30:08+00:00,30.49,30.68,30.49,30.49,43.0,1012.0,2.89,175,58,10000,Clouds,broken clouds,
15914,14,2026-08-17 11:30:09+00:00,36.92,37.62,36.92,36.92,30.0,1008.0,1.61,55,55,10000,Clouds,broken clouds,
15915,15,2026-08-17 11:30:10+00:00,20.44,20.11,20.44,20.44,60.0,1014.0,1.99,113,40,10000,Rain,light rain,
15916,16,2026-08-17 11:30:11+00:00,32.49,30.83,32.49,32.49,25.0,1009.0,4.41,332,7,10000,Clear,clear sky,
15917,17,2026-08-17 11:30:12+00:00,27.63,31.6,27.63,27.63,83.0,1014.0,7.2,200,60,10000,Clouds,broken clouds,
15918,18,2026-08-17 11:30:13+00:00,34.47,40.96,34.47,34.47,54.0,1003.0,5.07,60,21,10000,Clouds,few clouds,
15919,19,2026-08-17 11:30:14+00:00,24.53,24.0,24.53,24.53,37.0,1012.0,5.35,31,66,10000,Rain,light rain,
15920,20,2026-08-17 11:30:15+00:00,28.26,27.08,28.26,28.26,25.0,1010.0,1.03,31,10,10000,Clear,clear sky,
15921,21,2026-08-17 11:29:06+00:00,26.16,26.16,26.16,26.16,18.0,1017.0,2.76,104,0,10000,Clear,clear sky,
15922,22,2026-08-17 11:30:18+00:00,24.27,24.06,24.27,24.27,50.0,1014.0,2.14,221,90,10000,Clouds,overcast clouds,
15923,23,2026-08-17 11:30:19+00:00,29.02,30.77,29.02,29.02,58.0,1010.0,3.09,210,10,10000,Clear,clear sky,
15924,24,2026-08-17 11:30:20+00:00,24.73,25.3,24.73,24.73,78.0,1014.0,3.09,280,90,9428,Rain,light rain,
15925,25,2026-08-17 11:30:21+00:00,25.84,26.93,25.84,25.84,94.0,1014.0,1.03,0,96,10000,Rain,light rain,
15926,26,2026-08-17 11:30:22+00:00,25.89,26.7,25.89,25.89,83.0,1013.0,5.66,130,100,10000,Rain,light rain,
15927,27,2026-08-17 11:30:23+00:00,34.31,36.52,34.31,34.31,42.0,1010.0,1.67,225,36,10000,Clouds,scattered clouds,
15928,28,2026-08-17 11:30:24+00:00,27.92,29.9,27.92,27.92,65.0,1013.0,2.57,230,51,10000,Clouds,broken clouds,
15929,29,2026-08-17 11:30:25+00:00,26.98,29.98,26.98,26.98,83.0,1015.0,3.09,270,100,6105,Rain,moderate rain,
15930,1,2026-08-17 12:51:02+00:00,21.66,21.27,21.66,21.66,53.0,1014.0,3.6,120,99,10000,Clouds,overcast clouds,
15931,2,2026-08-17 12:51:37+00:00,29.22,30.49,29.22,29.22,54.0,1015.0,6.69,160,22,10000,Clouds,few clouds,
15932,3,2026-08-17 12:48:52+00:00,27.79,27.75,27.79,27.79,44.0,1010.0,2.49,193,48,10000,Clouds,scattered clouds,
15933,4,2026-08-17 12:48:37+00:00,28.95,31.1,28.95,28.95,61.0,1015.0,6.69,150,99,10000,Clouds,overcast clouds,
15934,9,2026-08-17 12:51:40+00:00,29.77,29.32,29.77,29.77,39.0,1012.0,5.14,210,81,10000,Rain,light rain,
15935,10,2026-08-17 12:51:42+00:00,26.99,26.81,26.99,26.99,39.0,1012.0,4.12,90,73,10000,Clouds,broken clouds,
